Sentiment,Tweets
0,"@drrnlvngstn can i have yours?  clouds have come in, i fear i may be too late to enjoy the weather"
1,im too worthless
1, i almost never use it i go for valium endone tramedol - none stops the pain the only way to stop the pain of a cramp is to stop the cramp but they do allow me to sleep when of course pain isnt then felt oh and alcohol its a hypnotic analgesic muscle relaxant
0,@corecases Hi mate 
0,"money well spent, even if it's pretty much a weeks pay "
0,"I think it's my male PMT week, feeling very knocky, tired and emotional. But it will pass "
1,when someone of a young age dies people often say â€œbut he was still young he shouldnt have diedâ€ ladies and gentlemen one thing with death is that once you are born you are mature enough to die do those things you have always wanted to do whilst you still breathing
0,@Candacegirrl Thank God I don't have to take bio! 
1, she is lucky to be alive they had to be watching her pacing outside the consulate barriers for hours it tells us they were completely consumed with what they were doing to the journalist to not bother with her these are people the king would want to round up anyway
0,@mariapetersen I'll try my best to be at the Heather tomorrow for the tweetup 
0,"Home. Had uni today, got results back :HD, YEHHH!   Its been 3 yrs, why am i always thinking of the wat ifs?"
0,Stick around ... we will soon unveil Hacker Evolution for the iPhone/iPod 
1,real tired of being this alone
0,"good morning twitters!@Sp_Soul you have done it bro, i canï¿½t believe it! so what we got?a war of words or something like that?;) "
0,Funny Marriage Quotes http://www.nikrusty.com/2009/04/funny-marriage-qoutes.html yet so true 
0,"cool, I've got more followers! people are interested.....      "
1,@soyu i just canâ€™t give up even when my friends and myself are threatened so i still want to do what i can no matter how difficult it is even if itâ€™s all for nothing i think i would rather go down knowing i did what i could for earth and itâ€™s inhabitants and shit
0,@DHughesy Newcastle: Pot Capital of Australia  Well it was I wonder what Newcastle's is.
1,top people i hate the most me myself and i
1,"i am always trying to forget everything

but i never can escape my problems my insecurities my life

they chase me they haunt me to the end of the earth"
0,Worked today. Like every other day of my life. But its was ok today  So now im watching the game. highly recommended. fantastic movie.
1,"i was gifted bo from a unit buddy but i messed up when i purchased the deluxe upgrade 

lesson learned it hurt but ive picked myself up and will make sure not to repeat that stupid again unless weeks or months later the game proves itself to be worthy"
0,#dogtraders Hooray I checked toothpaste for dinner for the first time in forever 
0,"Umm. Did NOT see that one coming, lol ... "
0,@grimtorn You can start making a religion of your own to make yourself fall asleep them 
1," â€œyeah true ahfood and coffee sounds like the two things i need to actually keep my ass alive todayâ€

as if he might die otherwise itâ€™s just the lack of sleep talking

â€œthanksâ€

can the lord bless kirishima real quick for offering that in the first place thanks"
1,doesnâ€™t anyone stop and think that maybe the tons of people marching into the us are willing to die trying than to stay where they live might be in serious danger where they currently live does no one have any compassion anymore
0,@voidet hey! What have you been up to? 
0,"@xMileyCyrusx I'm watching hannah montana right now  haha, it's hilarious. and you are so talented! "
0,@mojosanjay Nice suggestion to Tharoor's team on the use of Social Media. HIs asst must have responded. I believe he is on Twitter now 
1, we will not be free until he arrests the clintons bushs and the obamas the illuminatis hand is deep into our programming end this now save the children more pain
1," is there a way to donate to campaigns that i love and not get put on their email lists
i want jacky rosen and beto orourke to win but i dont live in nevada or texas and i dont like unsubscribing from daily emails after every donation

im on iphone if that matters"
0,@michaelgrainger heh heh but you cld use it for anything almost lol 
1,@starf re i would rather kill myself
0,@bruisesonguitar sweet. Will email you a shitload of awesome McShep recs asap. 
0,"@BrickSh0t7 ugh i hate you, we got snow in the middle of April...dont you just miss Canada?   *ends sarcasm*"
1,so now the boy die ghanaians can now feel the extent to which students are mishandled when katanga was against mix halls ghanaians thought the boys are jokes katanga been the mouthpiece of knust was shut and this what was happening to students which they wanted to address 
1, how fast can we seal our border with â€™ high razor wire & patrol it for a month or until they leave taxpayers arenâ€™t willing to pay for tent cities food medical for this invasion they want arrested so they can disappear into the country stop them not one foot on our soil
0,@hoccgoomusic  Goo ~ what made you so happy?   just wondering~~~
0,@ceeecil Haha my brain hurts from having to do all the work. 
1,ðŸ‘ðŸ“· life is all about perspective sometimes you got the right idea youâ€™re just doing it all wrong but thatâ€™s when you gtfo or take the situation youâ€™re in and make it something amazing i tend to just â€œown my mistakesâ€ and see what i can â€¦ 
1,i just got so sad for no reason and started bawling what the fuck is wrong with me
0,Glad i've cleared most of my thesis up. Two more chapters to go before first final draft is submitted 
1,i just want to sleep for like days or like months or like forever
1,"apparently ""schmerzen stoppen"" in german means ""stop pain"" but im not sure how a german-inspired service with the acronym ""ss"" would go down "
1,"health at the end of the day its a trade-off to have safety over speed
we want safer
but can we think around that barrier to have a faster process to get those products built
mifhs digitalhealth"
1, saw tis movie being an anne hathaway fan since â€œdevil wears prada â€ but after watching tis one m a fan of two anne hathaway & robert de nirowat a feel gud movie which makes u laugh cry than laugh n cry againso gud tat u donâ€™t want it to end â¤ï¸â¤ï¸ 
1,"go for retreats and pray sincerely today i told my son about life today i am able to tell my god ""your will be done"" and nothing more than that when i lift my cross for his love yes! god has given us this litle life to live till we recieve death in his name thats it"
0,@dj_bubble ur welcome  ...yes I have 'Accounting' Exam today
0,It happens to me loads. If you reply - my ID is ramdomthoughts NOT randomthoughts - I spell it wrong deliberately. 
1,iâ€™m not even joking when i say i want him to step on my throat and call me worthless in all the languages he can speak 
0,"As another long day begins, James is glad it's sunny. Stay away nasty rain "
1,iâ€™m just trying to have a good ass birthday party with my friends and want yâ€™all to join so pls no dramaaaa- and if you donâ€™t want it to end early byob byow ðŸ’ðŸ½â€â™€ï¸ 
0,Today was good  Going to shower now. Then watch Family Guy.
1,hate my life anymoreeee
0,@lchin jogging while talking about ruby... the new frontier of fitness for the ruby hacker?  seems cool anyway
1, i understood your point too but its hard for me to comprehend a person doing life for drug crimes when a monster like this is on the street he had someone murdered and the child is permanently disabled too
1,im ready to die i hate today
0,@JustDes Aaaawww....Hey babes!  May your tuesday NOT suck 
1,"why use invoice factoring ðŸ¤·â€â™‚ï¸
ðŸ”¸ you get immediate cash
ðŸ”¸ your clients get more payment terms
ðŸ”¸ it helps you better manage customer credit
ðŸ”¸ it doesnt require you to give up equity
want to learn more just give us a call - - - 
"
0,@robs_maid with the flashing. at me specifically 
1," it doesnt hurt that much unless you bang it obviously always end up banging your injured finger 

im guessing a pain killing injection and heavy strapping should do i still see him starting from the bench this week"
0,@PhoneBoy I can't wait to read that. 
1, when pain exceeds ur plan of origin the probability is greater that ur likely to stop repeating the cause in which u felt pain in the first place
1,aka my life is boring af but iâ€™m gonna tell fb bc iâ€™m bored people really do post the pointless stuff on fb have they never heard of twitter! 
0,BOOM BOOM POW-oops 
1, uberight mntase life is really hard nyamezela and cry maan iâ€™m a cry baby too and i feel better after crying
1,filling in at am fpr one more day on dont you want to wake up early with me channel 
0,"@yannionline I wonder who directed, there's definitely an ipod commercial in their future. "
1, this mob is invading our country we need the military on the border shooting anyone who enters our country they know they are breaking the law its time to put an end to this nonsense the bleeding hearts dont pay the bills
1,"to those suffering from a mental illness depression or thoughts of suicide i wrote something for you today check it out here
"
1,"just want your love to be genuine iâ€™m the one that you use
and i wonâ€™t change for anything i give it all up for you
but if i ever let my feelings pass baby then iâ€™m through"
0,"@juliekoh It's an internet term, but it's spilled over into common use, in real life "
1, god forbid i ever get to this but if i am alive but not living i do not want to be alive if iâ€™m kept alive through machines or i canâ€™t do literally anything for myself or if my mind is gone i donâ€™t see a point i wouldnâ€™t actually be me anymore
1,life is too long or too hard to handle
1,i just want to give up everythingi cant handle it anymore
1,moates it already costs taxpayers over billion a year that money would pay for the wall force them to go to a port of entry and give us the ability to turn them away no i dont want them here i dont want one more citizen to be murdered safety to citizens is paramount
0,"@mrBallistic Very true. Lack of Adobe Apps = focus. Depends on what you do, though. Browser alone could be a distraction "
1," sanem cant take it anymore and jumps him no 
ok "
0,@karanbir I'm going to Subway because I'm fressh  Happy Spring Break.
0,@grahambattersby holyshitholyshitholyshitholyshit 
1,guy attacks your wife then you are gonna let him campaign for you this is whatâ€™s wrong with politics ted cruz is the definition of the word pussy! my wife would never speak to me again tedcruz shameful 
0,Taken my black 2 sleep Good Night Twitter Familyyyyyyyyyyyy  / if u aint hierd the new music listen now myspace.com/russianrullet1 Enjoy
1,really need to stop listening to depressing music when im sad was cryin now am drowning in me own tears
0,wolvo later 
0,"I found my MADDEN '08!  in '09  ...oh well, I say Old is New Again!"
1,baby haizaki brain well it looks like i care about other people more than anything else and it looks like this has just irreversibly hurt me its time to other myself from everyone else in my mind and desperately try to preserve the image of myself in my head as a cruel perso
0,"@ModelMandyLynn My current favourites are Life, House and formerly Boston Legal. I guess I enjoy sarcasm "
1, there is no end to this nightmare
0,good morning! buenos dias! - other busy morning on the office 
1,"if we want her to be exactly
shell never be exactly
the only really real buffy is really buffy
and shes gone
who"
0,@GoldenFish00 I've got the DVD! (well it's not mine!) 
0,@cesgcaffeine So cool!  Looooooooooooooove junk food 
1,use the pain of the past to prepare you for your future learn and then let go you canâ€™t do that if you donâ€™t stop looking in the rearview mirror of life lifeclass lifehacks faith hope love success
1, a strong support network is absolutely essential perhaps the scariest thing about depression is the random nature of the beast it has no rhyme or reason to which days it makes you feel like your life is worthless & to seek a permanent solution sticktogether dontfightalone
0,"@RevEckzeff Lol Rev I am not that bad! I have been clicking @replies but they were broken, working again now so catching up! "
1,so you are saying the money i worked for and i put into my social security which the govt did not match or put any funds onto is for someones health care who isnt here legally and i am on disability right now you basically said my life is worth nothing got it 
1,the day they put the gun to my head i was another person now that i saw a lifelong friend lying bleeding it made me reflect that my life is worthless because life is given to you by the people around you
1," rep rohrabacher coming from you

did not want preexisting conditions
did not want healthcare for anyone

wanted to arm teachers in schools
own kids are home schooled

have health insurance till you die - including family

didnt vote for the tax cut but outcome with republicans"
1, plz i cant take this anymore ill sue them if it ends up being lg they cant play with our souls like that 
1," i understand that its just 

painful to hear about winona i mean i had my own version of her wanted to marry her but i cant id just watch her grow old and die anyway 

-hes too busy talking to watch what hes doing and cracks his knuckles on something- 

ow fuck!"
0,http://rapidshare.com/files/218348030/Summer_CD_2009.zip.html A mix i made if you want to listen to some new-ish indie pop/rock stuff 
1,"ill try and catch up on sharingrt-ing - apologies for missing so many im drowning in my edits and self doubt ðŸ¤£ normal activity will resume if i dont lose the plot thanks for all the rts & shares i do appreciate it!
amediting amwriting dyinginthedark "
1,my mental state hasnâ€™t been this bad is a while genuinely donâ€™t think i want to be here anymore x
1,i remember when i was a server and guests would ask me what they should tip i wanted to die when that happened how do i answer that please give me all of your money
1, life is meaningless so is this send help
1, yep been like this for seasons now but i was hopeful with the wedding they would have some meaningful scenes and conversations but nothing and a kiss on the cheek in ep so rarely any affection they do act like co-workers not a couple in live about to get married
0,@H0TBABE Well .... I'm on holiday!!! 
0,"Mkay. Done packing for the most part, and Ready for bed. Next twit, in California! haha Night everyone "
1,remember when i dug a hole and put myself in it because i wanted to be closer to the earth and i wanted to feel like a plant and then this fucking xio came and tried to kill me
1,i just donated to i may not live in so il anymore but i cant stand by while documented-racist and in my opinion spineless is using djt to boost his campaign shame
1,today monday oct is the last day to register to vote you dont want to be left behind if you havent already done so you can register here you get the govt you show up for 
1," amen! thats sundaywisdom sundaythoughts psalm may all who want to take my life be put to shame & confusion may all who desire my ruin be turned back in disgrace may all of them that say to me ""aha!aha!"" be appalled at their own shame thank god for both of them"
1,"my only goal in life now is to own an â€œemotional support animalâ€ iâ€™m legally permitted to take on long haul flights and into meetings with hr

iâ€™m thinking cheetah"
1," or maybe i should let it grow"" buckys eyes slid shut as soon as steves hands landed on his hair that was it he could just fall asleep right there"
1,"monoishere so namjoon really said ""when you want to die you need to strive to live as much as you want to dieâ€ "
0,@nick_carter Your weird. The end. 
1, oh im deeply drowning in that worldwe are all completely mad or in loveor both
0,is about to do paper works at the eve of his birthnight!  http://plurk.com/p/n0t0c
0,@Willie_Day26 
0,Just finished Chuck &amp; 24.  Both were good. 
0,Did Halls of Stone yesterday ith a PuG with my lvl80 Blood DK. Was fun and eveything whent fine.  was great time!
0,Charlie the Unicorn 3 ist raus! 
1, joseph law is wrong we are already over regulated in virtually every area of life people should be allowed to eat whatever they want regardless of how bad it is for them because last time i checked it was still a free country
0,@hughesforce Love that quote from Plato and am adding it to my notebook of quotes. (i collect quotes.  ) THANK-YOU! 
0,failed physics TEST... what a homo. keeen for the holidays (2 days to go) 
0,"@gerardway I'm great.somebody said&quot;u speak out of the right side of your mouth&quot; oh,it was random.I think You have sweet talking,dear "
0,gone to sleep.. so tired! goodnight or good morning to everyone! have a nice day people 
1,"get down!"" a soldier shouted yafantasy action computers
get ready for wwiii wed just entered the land of the dead

 indiebookspromo 

""incredible world building""

life exists but in different forms sam benson had to die in order to live again "
0,"Nylon..please don't go. We need INDIE mag neighbors! And opening a record label..hmm, guess that's cool. Love my dresses though "
1,i donâ€™t want to be alive anymore
0,Being The SweetHeart That I Am! 
0,So tired. Finally getting some sleep. Nighty 
1, i just want to put this psa on your twitter feed for every respectful american guy within hours of toronto look at this feed and her toronto friends too then go look up the exchange rate dont forget your passport as you rush out the door
1, am thoughts and im drowning af
1,your life is not worthless
0,Good morro! I had a dream that I was banned from GGUI 
0,Morning all - just had first cuppa   Hazy sunshine here.
1,"my mother say i need to relax and sleep more but my eyes say we need to eat more!

when said get rich or die trying i really felt that shit!"
0,@andy065 podcasts are on my laptop 
0,I'm uploading VEDA 7 as we speak 
0,"@harlequinxgirl always look on the bright side of life do do, do do do do do do "
0,@paula_paige3489 so apart from the sore... how was the tryouts? 
1,"never in a million years do i want jack merridew to be chief never 
hell make us have with no fire hed have us all dead!â˜ "
1,"if someone had told me months ago that i would make so many new friends be an amazing writer and get so many views on a book websiteapp get a niece find out i was bi live my life to the fullest

never would have believed you that is so hard to say too â™¥â™¥â™¥â™¥â™¥â™¥â™¥â™¥ "
1,wait until i kill myself than its over for you bitches ðŸ’…
0,"@lightblue_82 woo, you won't regret it. "
1,its how u think about equality it means we would want to have same privileges men get but thats besides the point u called her a prime candidate for late term abortion over a picture she used and trust me u would not talk to anyone that way irl cuz u wouldnt be alive 
1,no one to talk no one understand no one help here im feel likes wnt die every sec every min every dayyy idont want be alive anymore
0,"Morning, Just watching 90210 from last night. Waiting for a text from my friend! "
1, you cant check yourself in here someone else has to do it no i dont want to worry her im not gonna do anything dumb i refuse to be the person to screw my nephews and niece up i know ill get through it but im so scared right now
1,all i want to do is disappear
1,i really want to take a nap right now but i donâ€™t want to wake up and feel all groggy or like fuck with my sleep schedule so ummm
0,Wondering where all my friends are at this hour? Wake up . . . 
1, kezia england has gone rouge racism has prevailed and you want us to be chained to them why 
0,waiting for home &amp; away to come on .   gotta love that shoooow 
1,now why didnt i die in my sleep
0,"@BreakingNewsOff Boy,I`m hungrey now  but not ungover....ok this weekend I try it "
0,"Planning to learn basic sign language these holidays  Geez, I have a whole list of things to do...o_0"
1,forced myself into this gc with my cousins but all they do is share corny ass ig videos wallah i hate myself
0,good night miley!!! &lt;3 you will see sofie soon! 
1,"trump supporters in texas on the migrant caravan ""theyre carrying their flag if they want to come over here and be american thats great but dont come over here and try to make it your country"" "
1,now iâ€™m leaving
1,"flaw in jrpgs that i really havent seen addressed

youre given elemental resistant equipment its usually worse than your current neutral equipment but you dont know when to use it until youre mid-boss fight and cant equip them unless you die and need to retry it"
0,"@hothobolover lmao, that one i agree. hotter than rob baby  dude, you would look hot in any shirt color "
0,@hannahpoulton good morning! you sound very chirpy 
1,i put my mental health before school this weekend and now iâ€™m regretting it bc iâ€™m drowning in school work hahaha i love capitalistic america letsgetthispandulce
1, well blind owl seems you know we live in the dark like a mushroom but history means nothing to you as well wait one month before answering this back i think youâ€™ll be surprised maybe then youâ€™ll start looking for the truth of things and not just panter-banter
0,surfing 
1,i canâ€™t wait til i live by myself so i donâ€™t have to wear clothes anymore cause i hate clothes 
0,@tinylittlebear I have tried getting you up for yoga and I don't believe it!  I'm proud of you 
1, i disagree i think there r times in your life when you r not actually living the way you want to you r merely existing for some there is no choice others they decide its too much to go on like that & they resort to suicide the way past feeling this way is to have hope
0,"@timkit Me? I know I like to tinker, but thats just... extreme "
0,@nichelady I'm sure you'll make the time when you have it &amp; dosey - do &amp; all that good stuff... 
0,"Dear God, thanks for a great day.  Now please help me through these 2 midterms   And...into Notre Dame?  AMEN!  Good night!"
0,@Hjorth I think you meant @MrMadsen 
1, i have never seen a more pointless argument in my life wtf is that dudes problem
0,"@latexfetish Okay, your blog is now included on www.bloxxx.net - Would be happy if you include a link back to me - if you want to "
1, did shusahnt not call u to put an end to this issue by clarifying ur point
0,"@paulshadwell Of all the people Paul, I didn't expect you!. LOL You got me, now I've got to put out a public notice "
1,"i just spent my lunch watching this video and i hate myself for it watch it 
"
0,shhhhhhhhhh....time to watch the Hills. 
1,please i want to die 
0,oatmeal at 3am &gt; veg soup at 5am. 
1,i hate myself i hate being me!
1,if youre a negative ass bitch dont act surprised when positive ass bitches dont want to be around you anymore
0,@suitelifeofkell that's freakin' cooool   i love twitter .haha
1, thinking about killing myself not kidding no reason to live beyond this point
0,Wow! Over 100 followers! Thanks for following everyone 
1,and the boy im talking to is noow barely speaking to me and i feel as tho its cos i didnt want him to comeround today but i acc wanted to die so
0,@mrskutcher Hello  How's the family goin?  hope good ;)
0,Getting ready to take kids to the farm 
0,@comeagainjen Jennifer 
1,this is the first of the last three nights that i wont fall asleep with marcus in my arms and i hate that i cant be there for him every night i just wish i could take away all the pain that he and his family are going throughðŸ’”
0,@anuheajams great news! can't wait to see you live in SD  
1,ãã‚‹ã¿å‰²ã‚Šäººå½¢ã£ã¦ãªã‚“ã ã£ã‘ãƒ¼ãƒ¼ãƒ¼ãªã‚“ã‹ãã‚‹ã¿å‰²ã‚Šäººå½¢ãŒå¥³ã®å­åŠ©ã‘ã¦ãã‚Œã‚‹ã‚„ã¤ï¼Ÿï¼Ÿï¼Ÿã‚ï½žè¦šãˆã¦ãªã„ãªï½žï¼
0,@nateflynn go to twin peaks &amp; check out the view of SF    don't forget your jackets/hoodies!
0,back from 3-day island tour  more pics @ my multiply site
0,"India wins a test series in New Zealand after 41 years! If it wasnt for rain on the final day, India would have won the third test too "
0,The Contrarian view on strategy  http://adcontrarian.blogspot.com/2009/04/im-tired-of-strategists.html
1, a death in the ocean would be beautiful in my ass
0,apparently so 
1,"to iruka ""ill end this war myself! ill endure all the hate and pain on my own! thats my role!"
1,tired i just want to sleep forever
1,we request govt of pakistan russia china usa north korea to drop atom bomb on kashmir we are ready to die it is better to die from these everydays brutuality e 
1,thereâ€™s a special premiere for the movie halloween currently happening at work and thereâ€™s people dressed up but theyâ€™re literally the scariest costumes iâ€™ve ever seen in my life can my shift end now pls
0,Pray for my friend @growline late work...pray it all goes well...with energy from our Lord!!  God is Good! #worldprayer
1,"so far no bluewave only redtide
if you dont votethemout
with a bluetsunami
well need to become a real resistance
so votethemout with bluewave 
its our only and last hope if you want 
incomeequitity 
healthcare 
to end the need for metoo and marchforourlives"
0,@snarkattack hi  I'd love to see a bumper sticker that read &quot;ministers make you scream for god!&quot; ... I'm so going to hell now!
1," jrolin thepuppet thank you for the article i am disgusted that human beings can do such a thing i am disgusted that my president allowed or perhaps asked for this to happen

when will this nightmare end"
1, without pain the leaf wouldâ€™ve ended lmaooo stop reaching bro you going to far
1, i like living in an apartment while it certainly isnt raising my equity the peace of mind that i dont have to deal with every property issue that comes up is well worth it
0,"@GeneTheFotog  ya i'll be in hk for 3 months  but 21 is not big there. o well,so now u finally have 1 more frd u can hit the club w/ lol."
0,The Family Guy can be so inappropriately hilarious!  http://www.youtube.com/watch?v=ErPsx8zdnX4
0,morning everyone. 
1,"im drowning in my tears im drowning in my tears again
i cant seem to forget the pain you seem to give 

ps happy rd death anniversary â˜ºï¸â˜ºï¸"
0,@mileycyrus: Me And My Besterzz Agree That Should Be Counted As A Little Nap  Sleep Tight Love Us  xoxo
1,vinci bro kim is like that and one of my other closest too i live a really hard life talking to them thatâ€™s deadass them 
1,i liked a video csgo moments that keep me from ending it all
1, plz tell me what is wrong with you
0,@jprice swing thru htwn &amp; get me 1st 
0,I wish I still had my Simpsons shower radio. 
1,"itâ€™s monday & i just donâ€™t want to get out of bed thank god thereâ€™s coffee; iâ€™m gonna need about cups to wake up 

wishing you all a productive day! mondaymood"
1,i just want it all to be over
1,worthless pos mother you are no one in there right mind would ever let a child see how negative they are to other people im so glad my kids are grown to see how the real positive people in there lives make a difference
0,@Jeicky_the_cat @skwi69 Thanks 
1, because ppl from the eu here can claim child benefit for their multiple children back home! plus germany has by far the most mepâ€™s in the eu & i donâ€™t want to be ruled by germans! what was the point of my family fighting & dying in ww ! brexit
0,"@JoHoHo No problem, Sir! Have fun "
1,"aldubforkeeps
""you dont want to live your life and then meet someone you want to share your life with someone thats what im missing right now"
0,"@juliwooli I can hardly believe it,first Beth now you! Whoop  It's like a new spin on an old school reunion!How are you doing sweetpea?!X"
0,"@mileycyrus http://twitpic.com/2y606 - awwwww shes sooooooooooooooooooo cute, thats a really cute pose...i want her "
1,iâ€™m coming to work early tomorrow bc my colleague is bringing her famous chocolate cake which is the greatest thing iâ€™ve ever eaten in my life then iâ€™ll watch videos on youtube bc i hate this job
1,the way i see this matter ehn this stewwwwwwwwww go last die na to buy bag of rice ready for am 
0,@stee322 but you did go to hash bash anyway.. 
0,Morning - how nice to see everyone is awake and chirp - it helps 
1,having anxiety and depression is like being scared and tired at the same time its the fear of failure but no urge to be productive its wanting friends but hate socializing its wanting to be alone but not wanting to be lonely kotloyalsagainstdepression
1, i just want to go back to sleep until forever
1,sometimes i find myself quoting certain tweets and then iâ€™m like meh delete canâ€™t come and kill myself by arguing with strangers pon di internet
1,i donâ€™t know if i can do this anymore
0,"I can't fall asleep,and bre is Knocked out,I should Mess with her, n wake to up!, THAT will MAKE her So MAD!.hmm.I think I will "
1," mayor ted wheeler of portland oregon is the toxic alternative to ""toxic masculinity""
he needs to man up and put on some big boy pants for once in his worthless life"
1," yup

iâ€™m more and more coming to the conclusion that skin in the game is so important that it renders everything else near worthless"
0,@djmafia20 wha'ever. i'll plug it into my phone. and see you on the 25th!! 
0,woke up to sunshine today just makes me feel a whole lot happier 
1,we dont care collins you let down the whole country dont bother to tweet anymore save your treasonous breath to cool your soup nobody wants to hear anything from you how do you live with yourself kavanaugh is an assailant 
0,@holytshirt Glad to read it! 
0,Finally going to sleep; getting up early for Opening Day in San Francisco 
1,everything is so fuckin cool i canâ€™t wait to end my life
1,might log off iâ€™ll come back later i literally donâ€™t want to be here
0,@bella456 Nah! You already gave me that good idea for the strawberry yogurt at Menchie's! 
0,"@KayKay89 www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x"
0,having a party ?? 
1," returns to the cowboys just in time for the start of the season jerry jones ""i just love dez and dez was made for the cowboys and visa versa"" ""you know i want to be here i dont want to be no where else"" "
1, can you tweet out your stream so i can watch twitxh doesnt like to notify me when people go live anymore
1,i donâ€™t think i can do this anymore
0,"still buzzing from SIETAR... thanks to @pattidigh for pushing the old boundaries - boy, someone could make money off a twitter manual... "
1,this isnâ€™t something that just gets scripted they didnâ€™t wake up one day and say â€œhey letâ€™s give this man a storyline to pull the title when we wantâ€ yet people have the audacity to boo him as heâ€™s saying he has to fight for his life blessings stay strong ðŸ» 
1,"me wanting to kill myself

joon cmon moochild!!! everything goes!!! âœŒðŸ’– if you want to die then you have to live that much harder!!! â¤ðŸ’¥you shine!!!!ðŸ’ŽðŸŒ›ðŸŒŸðŸŒ 

me okay false alarm bitches! lets live another day!"
1," onyx crispin francie always steve double this is how insane the left has became 

they are indoctrinating their sheep by telling them youre a white supremacists and nazis 

so they feel justified in harming you because your life is worthless 
they are purely evil people "
1, leaving hate being rush i got myself to get together plus kids
0,Morning twitters 
0,@Lucky_Kristin  do you need any cookies?  I can get you some.   #girlguidecookies
1," will this forced insanity ever end 
im literally surrounded by my prepsnot easy living w a bastardized reputation & being stalked & slander everywhere i go
my community shouldnt have to live in fear of me or any 
my pain is head to toeall i get is over the counter tylenol"
1,"oftentimes people call immediately when someone says theyâ€™re suicidal
despite many officers in the police force being trained in mh first aid itâ€™s always best to refer the individual to counseling services
first talk them out of it
second recommend a hotline
no "
0,@breatheheavycom jooooordan happy birthdaaaay  enjoy the day and party a loot !
1,"to those yg struggle 

even you still canâ€™t perform in the exam i just want you to know that itâ€™s not about you make it or not but itâ€™s about how you try to make it 

dont give up ðŸ’ªðŸ¼ðŸ»ðŸ’™"
1,"it was fully understandable bearing with foolishness is not made for them today

ã€ yes the sooner the better i dont want to receive some ridiculous command ã€ž
he followed konan to quickly disappear before the temporary superior will notice "
0,Starting a busy day at work happy that @geoffjones rang me from airport 
1,"cw mental disorders

i am a
â€¢anxious
â€¢depressed
â€¢suicidal
â€¢mess
â€¢trash can
â€¢piece of shit
â€¢fat bitch
â€¢idiot
â€¢dumbass
â€¢unsmart
â€¢stupid
â€¢fucked up"
0,@NormGregory Oh and I'm a HUGE Big Love fan! Trying to wrap Season 2 up. That show is so creepily accurate - take it from a Utah girl. 
0,@brandozines ahhhh yes! great wedding  did you guys have a good night?
0,@sweetlocs definitely a GOOD 1! 
0,"@vjl also, your website seems to be down, FYI. pity, I wanted to check it out  sure you knew that though."
0,@adm1nspotter 'tis the nature of the job - I'm not a fan of 4am outages either. Hope it went well 
0,Francis is feeling emilie autumnal and appears to have got to stevenage at some sort of supraluminal velocity! 
0,@Stephaneeey anytime anyplace huh?. wooooorrrddd!! 
1,t before mbsextreme religious legislation was prevalent in saudi arabia such as the absence of music lessons the absence of concerts the existence of a religious police that dominated your dress your style prevent the leadership of women etc but mbs put an end to all this
0,"And suddenly, boom. The strangest things happenï¿½ "
0,@imranhussain craving = irrational lust for something that isn't explained by actual need 
1,and yesterday my other housemate had sleep paralysis so yea just in case i die just know it was a woman in white with a long face and a malicious grin
1,now they are really really leaving europe my heart hurts but iâ€™m also happy for them to finally get home so
1,i always want to die to noone really understands why dont need to talk about it just need to push it down keep it in just not feel just not deal works for me
0,@steeltrain that's awesome you guys!!!  support 
0,"@iGerren www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x"
0,@blottedcopybook maybe! although hub just told me he was up and down with her from 5-6 whilst I was snoring!! 
0,Good morning dudes! Another day full of sunshine  but classes will take until 4pm :-/ but I don't give a shit. BBQ this eve :-D
0,"@mileycyrus Juz watchin' 3 eps. of your show HM, I must say I instantly became a fan of urs! ;D Lovin' ur humor so mucho! More power 2 u! "
1, my issue is u and mel make me feel lonely quit it before i kill myself
0,@AmineB whassup? 
1,iâ€™m ready to die god take my soul itâ€™s am and iâ€™m wide ass awake
1," surely the weak quivering supine thing to do is stay under the rule of the corrupt unaccountable inefficient shadowy eu
this is an advert for leave if anything
how can you say iâ€™m not taking anymore of what i donâ€™t currently have!!!
stupid!"
0,goodnight everyone 
1,"and maybe someday well figure all this out try to put an end to all our doubt 
try to find a way to make things better now"
0,@lazygiraffe It's pretty basic and it's not my thing but then bears are somewhat medium core when it comes to sewing machine tasks 
1,iâ€™m literally never gonna be able to be in a relationship or get a gf ever again because of my health cause no one will want to put up with me being bedridden for a month at a time once a year or my appearance changes and itâ€™s super shit it makes me wanna just give up and die tbh
0,@FoamingBBQ I had to read it last semester.  By &quot;read&quot; I mean skim for keywords and read online outlines.   Got an A too 
0,i ? #claritylive http://awe.sm/3E9 'mazing!  I was there! ahhhh!
1,"having depression & anxiety is like being scared and tired at the same time

itâ€™s the fear of failure but no urge to be productive

itâ€™s wanting friends but hate socializing

itâ€™s wanting to be alone but not wanting lonely

itâ€™s feeling everything at once then feeling numb"
0,"Also, that was 250 posts "
1,i hate it with my whole life 
0,@mistressathenax oh lets let it be a surprise. 
0,Installing meebO at http://pkab.wordpress.com. Now you can talk with me when I am online. 
1,i honestly donâ€™t want friends because i canâ€™t be myself around them anymore because honestly iâ€™m never okay and i barely express that iâ€™m not and itâ€™s starting to get to me in a bad time of my life
